correct,asr,error_type,edit_distance,sentence_idx
elranatamab,l-renatamab,word_level_error,3,1115
lopra-d,lopra,character_insertion_deletion,2,1116
p-500,p5,character_insertion_deletion,3,1118
iodoxamate,iadoxamate,character_substitution,1,1122
meglumine,megalamine,character_substitution,2,1122
ceftop-dt,ceftoptiti,phonetic_substitution,3,1127
big-ap,bijp,character_insertion_deletion,3,1128
fourderm-af,vordermaeve,word_level_error,6,1129
acrivastine,acrevastine,character_substitution,1,1130
cal-cz,clc-zsys,word_level_error,6,1132
bronkosol,broncosol,character_substitution,1,1133
levobunolol,levobunilol,character_substitution,1,1134
diofer-z,diofazine,word_level_error,5,1136
rbcel-od,arbicel-od,character_insertion_deletion,2,1138
sr-red,sred,character_insertion_deletion,2,1144
sulphate,sulfate,character_substitution,2,1144
telithromycin,telethromycin,character_substitution,1,1145
dam-spas,dm,segmentation_error,6,1146
ortho-novum,ortho,segmentation_error,6,1152
doxylin-dt,doxilin,phonetic_substitution,4,1156
rosudel-a,rosidil-a,character_substitution,2,1162
ao-7,ao7,character_substitution,1,1166
above-5,above,character_insertion_deletion,2,1167
nvit-l,envitel,character_substitution,2,1170
benzhydrocodone,benhydrocodone,character_substitution,1,1171
cetuximab,cetiximab,character_substitution,1,1173
rapid-o,rapido,character_substitution,1,1180
alto-tc,alto,character_insertion_deletion,3,1182
jifon-cv,gfnc-v,word_level_error,5,1184
glargine,glagen,character_insertion_deletion,3,1187
long-acting,long,segmentation_error,7,1187
nutrialpha-fz,neutral,phonetic_substitution,8,1189
ferium-50,ferium,character_insertion_deletion,3,1191
taloryl-d,talarelde,phonetic_substitution,4,1193
cardivas-cr,cardivaz,phonetic_substitution,4,1194
c-win,cwin,character_substitution,1,1197
pozelimab-bbfg,poslimab-bbf-g,phonetic_substitution,3,1198
nuwin-g,new,segmentation_error,5,1202
celin-r,selenar,word_level_error,3,1206
tolomate,ptolemaic,word_level_error,4,1207
sulfosalicylate,sulfasalicylate,character_substitution,1,1208
ritodrine,ritidrine,character_substitution,1,1209
hamycin,hemicin,character_substitution,2,1212
dexit-e,dixity,phonetic_substitution,3,1217
alimemazine,a,segmentation_error,10,1225
widely-used,widely,segmentation_error,5,1226
acewok-p,a,segmentation_error,7,1227
oxalod-oz,oxaletos,phonetic_substitution,4,1228
benzylpenicillin,benzopenicillin,character_substitution,2,1229
promega-369,promga-3-169,phonetic_substitution,3,1230
diapride-m,diapridem,character_substitution,1,1231
roppi-d,rappi,character_insertion_deletion,3,1232
meperidine,mepiridine,character_substitution,1,1234
milical-xp,melecolex,phonetic_substitution,5,1235
cbc-pam,cbcpam,character_substitution,1,1236
re-cart,ricard,phonetic_substitution,3,1237
cutting-edge,cutting,phonetic_substitution,5,1238
rabeprazole,raprozole,character_insertion_deletion,3,1240
nudep-40,nudap40,character_substitution,2,1244
zamoxy-d,zymoxidil,phonetic_substitution,5,1246
dimenhydrinate,diamond,phonetic_substitution,10,1250
ventosym-bg,ventosim,phonetic_substitution,4,1252
zofixi-of,xofixil,word_level_error,4,1253
lmf-5,lmf5,character_substitution,1,1255
well-documented,well,segmentation_error,11,1255
regunac-dr,reganactia,phonetic_substitution,4,1256
olamine,,segmentation_error,7,1258
pentod-dsr,penta-dsr,character_substitution,2,1261
fortberry-tab,fort,segmentation_error,9,1264
opera-d,opera,character_insertion_deletion,2,1265
linid-xt,lenodex-d,phonetic_substitution,5,1268
proparacaine,preparacane,character_substitution,2,1269
glifil-m,glifilam,character_substitution,1,1270
coz-d,cos-d,character_substitution,1,1271
roseday-a,rose,segmentation_error,5,1273
tenofovir,tenofovir-desoproxil,phonetic_substitution,11,1275
pregnovert-f,pregnover,character_insertion_deletion,3,1276
zidovudine,zitavudine,character_substitution,2,1279
cotyx-s,coticcess,phonetic_substitution,5,1280
fluocinolone,fluosinolone,character_substitution,1,1282
ondax-md,ondaxem,character_substitution,2,1283
klodip-ace,clodipase,word_level_error,3,1284
pantium-l,pantyomel,phonetic_substitution,3,1286
alpha-chain,alpha-chain-specific,phonetic_substitution,9,1287
omezum-d,omsm,phonetic_substitution,5,1288
folite-d,folate,character_insertion_deletion,3,1291
symphylate,simfilate,phonetic_substitution,4,1292
k-cit,case,word_level_error,5,1293
hopace-mt,helpsmt,word_level_error,6,1294
trazer-m,trasorm,phonetic_substitution,3,1295
hb-29,hb29,character_substitution,1,1296
r-throcin,arthrosin,word_level_error,3,1297
cureone,kirion,word_level_error,4,1298
maleate,malate,character_substitution,1,1299
procaine,procane,character_substitution,1,1303
zincold-lp,zinc-ldl-p,phonetic_substitution,3,1305
ascoril-d,a,segmentation_error,8,1308
c-tax-o,ctaxoxl2-100,segmentation_error,8,1309
fericip-xt,ferricipex-d,phonetic_substitution,4,1311
tazol-dsr,tasol,segmentation_error,5,1312
leecet-ax,lysotax,phonetic_substitution,5,1313
levocetirizine,levosterazine,phonetic_substitution,4,1313
secukinumab,cecukinumab,character_substitution,1,1315
d-syr,,segmentation_error,5,1318
folvite-mb,fulvatum,phonetic_substitution,5,1319
lafutidine,lefutidine,character_substitution,1,1320
pyrithione,pyrethione,character_substitution,1,1322
tramazac-p,for,segmentation_error,10,1323
pira-gpc,paragpc,character_substitution,2,1325
etofylline,adafil-inasar,word_level_error,9,1326
leemoflam-mr,limaflam,phonetic_substitution,6,1328
besure-z,bsirs-e,phonetic_substitution,4,1330
lyrich-g,lyrich,character_insertion_deletion,2,1332
allercet-ax,allercetate,phonetic_substitution,3,1336
ambroxol,ambrexol,character_substitution,1,1336
cefupop-cv,cefupop,character_insertion_deletion,3,1337
freenerve-g,freenerve,character_insertion_deletion,2,1343
siltuximab,ciltiximab,character_substitution,2,1347
zydom-dt,dt,segmentation_error,6,1349
kamflox-oz,camphloxos,word_level_error,5,1351
cevimeline,sevimline,character_substitution,2,1353
brand-name,brand,phonetic_substitution,5,1354
ms-clav,msglave,word_level_error,3,1356
amoxicillin,amexicillin,character_substitution,1,1356
encold-p,encold,character_insertion_deletion,2,1358
ecobion-bc,echoban,phonetic_substitution,6,1361
forte-cz,forte,character_insertion_deletion,3,1362
sancoff-d,sankof,phonetic_substitution,4,1363
zenotas-oz,xanotazosy,word_level_error,6,1364
triben-b,triben,character_insertion_deletion,2,1365
avidine-m,avidinem,character_substitution,1,1366
pregeb-d,pergebdy,phonetic_substitution,4,1367
xenar-cr,xenarciar,phonetic_substitution,3,1368
oxamniquine,oxamnic,phonetic_substitution,5,1370
nuroday-d3,neurodady,phonetic_substitution,4,1372
moxiz-cv,moxis-cv,character_substitution,1,1373
x-para,xperitib,word_level_error,6,1377
cutting-edge,cutting,phonetic_substitution,5,1378
pipmed-t,pepam,word_level_error,6,1379
diclonij-k,declanage,phonetic_substitution,6,1382
intario-spas,intario,phonetic_substitution,5,1384
lansoprazole,lansiprazole,character_substitution,1,1385
calcimax-500,calcimax,phonetic_substitution,4,1386
durvalumab,dervolumab,character_substitution,2,1387
emtron-md,imtron,word_level_error,4,1388
obit-oz,abitose,word_level_error,4,1389
glamor-m,glamour,phonetic_substitution,3,1391
neuroprime-pg,neuroprime,character_insertion_deletion,3,1394
fol-dha,fall,word_level_error,5,1395
difluprednate,difloprednate,character_substitution,1,1396
sulphate,sulfate,character_substitution,2,1397
ofate-o,ofet-o,character_substitution,2,1398
coerip-c,coarepsy,phonetic_substitution,4,1399
indacaterol,indecaterol,character_substitution,1,1401
aclovin-p,ecloven-p,character_substitution,2,1402
monoaminoguanidine,monoaminoguenidine,character_substitution,1,1403
methanesulfonate,methinsulfonate,character_substitution,2,1403
tec-mf,tcmf,character_insertion_deletion,2,1407
novogyl-mps,novigalampias,phonetic_substitution,5,1408
obid-nt,obidin,character_substitution,2,1409
vanti-m,vanti,character_insertion_deletion,2,1413
acyclovir,a,segmentation_error,8,1414
avezone,avizon,character_substitution,2,1415
ovidine-m,ovidinem,character_substitution,1,1417
tresmox-lb,tresmoxel,character_substitution,2,1420
fedom-dsr,fetam,segmentation_error,6,1421
mokia-g,mochia,word_level_error,4,1425
delexicam-p,delexacampe,phonetic_substitution,3,1426
irivisc-ds,erevisc-ds,character_substitution,2,1428
renicol,rinicol,character_substitution,1,1432
eftrix-s,eftrix,character_insertion_deletion,2,1435
sym-o-vit,sym-ovit,character_substitution,1,1436
vegito-l,vegito,character_insertion_deletion,2,1437
golimumab,golemumab,character_substitution,1,1438
dolutegravir,telotegravir,word_level_error,3,1442
levomefolate,levumpholate,phonetic_substitution,3,1444
-,fresh,segmentation_error,5,1445
fozole-d,fosil,word_level_error,5,1447
odicef-cv,odisef-cv,character_substitution,1,1448
pandosun-d,pandas-und,phonetic_substitution,3,1449
accuon-oz,acurnose,word_level_error,5,1451
beclate,baclate,character_substitution,1,1454
ecopride-m,ecopridem,character_substitution,1,1455
olinstab-f,alenstebev,word_level_error,5,1456
sulphate,sulfate,character_substitution,2,1461
oestradiol,estradiol,character_substitution,1,1464
hito-en,hitoen,character_substitution,1,1467
levocetirizine,levostirazine,phonetic_substitution,3,1468
monadine,monodine,character_substitution,1,1471
complete-td,complete,character_insertion_deletion,3,1472
pantovia-dsr,pantovidia,phonetic_substitution,4,1474
ph-mpa,phmpa,character_substitution,1,1475
petrox-p,petrox,character_insertion_deletion,2,1477
viomycin,vimycin,character_substitution,1,1478
iohexol,iohexyl,character_substitution,1,1479
asimol,a,segmentation_error,5,1480
tripelennamine,tripylamine,phonetic_substitution,4,1483
dicak-f,dicacaf,character_substitution,2,1484
brimonidine,braminidine,character_substitution,2,1487
open-angle,open,segmentation_error,6,1487
widely-used,widely,segmentation_error,5,1488
rutotic-d,routotic,phonetic_substitution,3,1489
panbest-d,panbus,phonetic_substitution,4,1490
pregabawal-ntm,pregabowl-ntm,character_substitution,2,1491
seftica-cv,cefticoceve,word_level_error,5,1492
benzyzine,benzazine,character_substitution,1,1493
well-documented,well,segmentation_error,11,1493
deall-a,diola,phonetic_substitution,4,1494
evacef-s,evacifest,phonetic_substitution,3,1495
gic-sr,gcsr,character_insertion_deletion,2,1497
x-eolyte-p,exerlite,word_level_error,6,1500
nebistar-h,nebestar,character_insertion_deletion,3,1501
safemox-cl,safemox,character_insertion_deletion,3,1503
primaquine,promoquine,character_substitution,2,1505
glimitab-m,glametobem,phonetic_substitution,4,1510
p-zole,peasol,phonetic_substitution,4,1516
bludol-pd,blue-doll,phonetic_substitution,5,1522
salbair-i,salber,phonetic_substitution,4,1524
mucotab-et,mucotabit,character_substitution,2,1525
-,fresh,segmentation_error,5,1533
thioridazine,thyroidazine,phonetic_substitution,3,1534
cutting-edge,cutting,phonetic_substitution,5,1536
cereneu-ph,serenu,segmentation_error,5,1538
amlodipine,amlodip,character_insertion_deletion,3,1540
calak-a,kaleca,word_level_error,4,1542
fosfomycin,phosphomice,word_level_error,7,1544
dofec-s,dofacase,phonetic_substitution,3,1545
isatuximab-irfc,isotuximabirth,phonetic_substitution,4,1548
redicate,redecate,character_substitution,1,1549
nurocef-oz,neurosyphosy,phonetic_substitution,7,1550
gabastar-m,gabastarum,character_substitution,1,1552
galamer-od,gallimorad,phonetic_substitution,5,1554
acidopent-d,acidopant,character_insertion_deletion,3,1555
methonitrate,methanitrate,character_substitution,1,1558
glyaha-hqsp,glyol-h,segmentation_error,6,1560
radiant-looking,radiant,phonetic_substitution,8,1560
diacart-cp,diocart,phonetic_substitution,4,1561
aminoacridine,iminocridine,character_substitution,2,1563
norm-p,,segmentation_error,6,1564
oflii-oz,avliaz,word_level_error,5,1565
colax-pm,colexbium,phonetic_substitution,4,1567
corico-p,corico-ptab,character_insertion_deletion,3,1568
clomax-v3,clomax,character_insertion_deletion,3,1569
losartan,losserton,phonetic_substitution,3,1570
pentazocine,pentazosine,character_substitution,1,1572
zigat-d,zygote,word_level_error,4,1573
fenodol-mr,phenadol,word_level_error,6,1574
catapres-tts-3,catapro-tts3,character_insertion_deletion,3,1576
asomex-at,isomex,word_level_error,4,1577
cr-51,cr51,character_substitution,1,1578
sepcyl-xt,cepselex-d,word_level_error,6,1579
nexovas-m,nexova's,phonetic_substitution,3,1581
strovo-dsr,strova,phonetic_substitution,5,1582
neratinib,narotinib,character_substitution,2,1583
revozip-md,ravazipemdi,phonetic_substitution,4,1585
acedel-p,acetyl-b-tab,phonetic_substitution,7,1591
rabicip-l,rebisipel,phonetic_substitution,3,1593
ciprosia-d,ziprosia,character_insertion_deletion,3,1596
amoxycillin,amoxicillin,character_substitution,1,1600
neomycin,neomyse,word_level_error,3,1601
sulfate,in,segmentation_error,7,1601
actizox-mr,actazox,phonetic_substitution,4,1602
zine,xene,character_substitution,2,1603
isoprenaline,isopreniline,character_substitution,1,1606
nutrawis-4g,was,segmentation_error,9,1611
norethisterone,northisterone,character_substitution,1,1615
cegava-tz,zagavitizy,word_level_error,6,1616
bolovit-fc,bolivet,phonetic_substitution,5,1618
edecin-d,addis,word_level_error,6,1626
statix-f,static,character_insertion_deletion,3,1627
valethamate,valethymate,character_substitution,1,1628
micosys-pb,mycoses,phonetic_substitution,5,1629
anti-inflammatory,anti,segmentation_error,13,1630
flojet-km6,flajet,phonetic_substitution,5,1631
codeine,code,character_insertion_deletion,3,1633
phosphate,einphosphate,character_insertion_deletion,3,1633
rupatadine,rupitidine,character_substitution,2,1635
trientine,trine,segmentation_error,4,1636
erythromycin,erythromyce,character_substitution,2,1638
estolate,in,segmentation_error,8,1638
incet-mn,insetamen,phonetic_substitution,3,1639
rosfer-xt,ros4xd,word_level_error,5,1640
cefuzact-lz,cefuzact,character_insertion_deletion,3,1641
vozil-p,vasil-p,character_substitution,2,1643
peptazole-d,peptozol,phonetic_substitution,4,1649
nyfen-p,niphen,word_level_error,5,1651
nuclear-oz,nucleus,word_level_error,5,1655
d-pressin,depress,character_insertion_deletion,3,1656
dolowalk-s,dolo,segmentation_error,6,1657
milrinone,milrinon,character_substitution,1,1659
furab-d,furorab,word_level_error,4,1660
xylomet-s,xylemitis,phonetic_substitution,3,1661
hepa-merz-oa,hepam-mirzo,word_level_error,4,1662
sulphadoxine,sulfadoxine,character_substitution,2,1668
clobecos-gm,clobicose,phonetic_substitution,4,1673
nuzide-xl,nusidexel,phonetic_substitution,3,1674
neu-gb,niugb,character_substitution,2,1675
fixin-o,fixinotab,word_level_error,4,1676
cathox-cf,cathox,character_insertion_deletion,3,1677
well-documented,well,segmentation_error,11,1677
grezole-d,gresol,phonetic_substitution,4,1679
unoflox-oz,anafloxoz,word_level_error,3,1686
dextrolyte-e,dextril,phonetic_substitution,6,1688
quinine,quinone,character_substitution,1,1689
iprag-m,ipragem,character_substitution,1,1690
brozeet-ls,brosetilis,phonetic_substitution,4,1691
daxibotulinumtoxina-lanm,daxobotulinum,phonetic_substitution,12,1692
perindopril,perendopril,character_substitution,1,1696
celonac-mr,selenac,word_level_error,5,1704
irotex-c,erotex-c,character_substitution,1,1705
alfa-rpcp,alpha-rpcp,character_substitution,2,1707
amoxycillin,amoxicillin,character_substitution,1,1708
opec-dsr,opic-dsr,character_substitution,1,1711
telpres-amh,tilprezum,phonetic_substitution,5,1713
floxzen-m,floxacin,word_level_error,5,1715
olmat-h,omatage,word_level_error,4,1721
olmesartan,omasartan,character_substitution,2,1721
flutidin-s,flutidinase,character_substitution,2,1722
morbicef-az,morbicephase,phonetic_substitution,4,1733
sapsyl-fe,sapsil,phonetic_substitution,4,1735
rhoxim-cv,roxx,segmentation_error,6,1736
qufate,quafate,character_substitution,1,1737
esokem-l,esocommel,phonetic_substitution,4,1739
cevimeline,sevim,segmentation_error,6,1740
spera-69,spira,phonetic_substitution,4,1741
syril-f,serol,word_level_error,4,1742
zoldy-sr,zoldy,character_insertion_deletion,3,1743
sustained-release,sustained,phonetic_substitution,8,1743
benzydamine,benzidamine,character_substitution,1,1744
atozol-d,atozol,character_insertion_deletion,2,1747
finerenone,finernon,character_insertion_deletion,2,1750
arvast-cv,avast-cv,character_substitution,1,1752
omnatax-cv,omnitex,phonetic_substitution,5,1754
ifol,eiffel,character_insertion_deletion,3,1755
dofenic-aq,dofnik,phonetic_substitution,5,1756
pain-relief,pain,segmentation_error,7,1756
